NID,Source,floors_no,socio_eco,label,has_image,has_tabular,in_dataset_1,in_dataset_2,split,is_augmented,is_undersampled
BUL_HaohDYr5EsFXiasUqfafDc,BUL,10.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_X63mYMeA64dtCBsSqcJbmz,BUL,,Majority low-income zone,post1990,True,False,False,True,train,False,False
BUL_DDaNzSRcuM4dUX7JfD6onT,BUL,15.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_AjYXV5bY6dXg5CCAM7ypLV,BUL,8.0,Majority low-income zone,1972-1990,True,True,True,True,train,False,False
BUL_AihtTGCgqQafEpAiBcAzjc,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_62XJbPEyvvPwq4m8MbgkYY,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_YpdSxD5pCv6UoRYDXjGCMA,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_UzneMN5qtGGfh9FsiLhH33,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_cSkaKPJo386FnKQTRsugpf,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_mFtqjS2EJzVXv8Y438T3ZM,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_B3fDDpvLR6wH3skbU7shvV,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_RysCdjyxbFGJ5Ts4MPZ7zQ,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_YraPEtcHhuVJL6fhbFFJwM,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_PJSBJCKKck2y9EQWtRVeN9,BUL,,Majority low-income zone,post1990,True,False,False,True,train,False,False
BUL_hTEYCz32h5bf6s8xpuMa7b,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_T9RsKsah6sLF5XmWKsDrxY,BUL,13.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_2y6xeJsRtYLkRJz3YrAaco,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_6WC9c6Ya9z5tSFWhRqXkuK,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_m8fVbqYAQkPCuWdHTTVr3d,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_aaeww4G7rmPXby4tcPWTUa,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_dgYRfX6BkBw2WbuQXdZZRz,BUL,15.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_7TaedZ8ryUP8LkCDVSwGvv,BUL,9.0,,post1990,False,False,False,False,train,False,False
BUL_WhWR27iJFjBt6akZjPuGoB,BUL,13.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_ieATMmUcc5z28L2a3Ey3Nm,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_BbNeynDEofCn8k3p3DF9jQ,BUL,,,post1990,True,False,False,True,train,False,False
BUL_HjBoyWag3FymQCsUQin57v,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_7BMtxsPTfpAcb72DhVRFdJ,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_d3TEWEbehrwoG6JCqinrEE,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_fweH8iDpKqyJawGBqrfzqV,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_nhJBr3uTHsqraRL9qFbyM5,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_57cBsMpkgpHUE9Q8w5QgPi,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_UoGQxEbCnicAt8oXkGsztD,BUL,7.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_ViLVuxSk6dSBYB83gJTrCC,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_izeJ3ZZaTipwSm5mDox6D7,BUL,11.0,Minority low-income zone,post1990,True,True,True,True,val,False,False
BUL_Vb9puC4W7rgrUUrUpSvZTx,BUL,2.0,Majority low-income zone,pre1935,True,True,True,True,test,False,False
BUL_Kpuxg2RLyfsYVZExtWeaoX,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_HLdPUhUnxSWMUPgsVkcJEV,BUL,3.0,Majority low-income zone,1935-1955,False,True,False,False,train,False,False
BUL_VZd27gAEhw8DhqdLnJ98De,BUL,14.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_SkJpx7EqKu9NvBDdm8Lqmk,BUL,11.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_4DcWpDFwT8r89nzDN4oguB,BUL,14.0,Not low-income zone,post1990,True,True,True,True,test,False,True
BUL_7LMg4TJsxuxBXgYxvfJYzU,BUL,13.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_2ZMB6mSWbuYEaf6uTM5XZR,BUL,7.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_Ni4cMakpGa5WsrgsG4V8b7,BUL,11.0,Minority low-income zone,post1990,True,True,True,True,test,False,True
BUL_Fnbq4XAPj7barBAA3dqpSo,BUL,14.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_R82SdjDEXi4mTfi5PZvWzB,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_RFnKJyrUHnJU93cEjjzyTs,BUL,10.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
BUL_H7t3eJxt3eftZxyRKji2n8,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_YDeq8fvFTXuZihFDLksYvH,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_9fYXdTGSkBbseYKp7La3We,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_8Awb3W3XJXN4YDHrgVRMyr,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_AMHY2BCCQ8uWZBao2BkjRd,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_XDrSizDCrGJdo2eRPTDzZB,BUL,12.0,Majority low-income zone,1972-1990,True,True,True,True,train,False,False
BUL_nAVb9SLnDaSm6MxsLRixdF,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_YPBWmBZdYQAkoqEYPTXfyw,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_CmsJa6MvxufTSvVpu6ChWh,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_SUFXEpZWHeZwciQLNnKUUG,BUL,,Majority low-income zone,post1990,True,False,False,True,train,False,False
BUL_J3dSA3foaY8PafZCZ5hYhN,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_3CoBpyox75R8Df4bRiVdjx,BUL,,Majority low-income zone,1956-1971,True,False,False,True,train,False,False
BUL_85oVQF5ut5GcQDRs3CArd9,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_A4cUgQNk3dHXexyFupUHJn,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_mNrvxpbappmNXgqHrfQZzq,BUL,7.0,Majority low-income zone,1956-1971,True,True,True,True,train,False,False
BUL_Li4Djgkc4unEpoTeoiwMAM,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_cjzGwZXPFr8nb8gEUKbktg,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_Fb5KXv3pW6FN5LxzBTfDNN,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_iCiFnsH64iTpLydJvvvyJR,BUL,,Majority low-income zone,post1990,True,False,False,True,val,False,False
BUL_SgAgGBZJcYbcFH4NRKesY8,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_KdipcTKecLsVoxUrq4oaqG,BUL,4.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,True
BUL_ATgaFL3j7qZYqog6rShCL5,BUL,12.0,Majority low-income zone,1972-1990,True,True,True,True,train,False,False
BUL_ANK2bCHUpGxMEmdJSWs2iK,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_YT4GhkAhKbAUKYwoUbG8UP,BUL,,Majority low-income zone,post1990,True,False,False,True,train,False,False
BUL_TerUoXR26fDe4amjB53mbe,BUL,10.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_ZpBTGMC6ftj9BKXTW7RKQy,BUL,13.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_cFR2ugyjfEdfw9TiBGiPRH,BUL,9.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_CEsrfwk73CDPr7h7ahGDvH,BUL,14.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_5GkTKKEBWXSzHKfqyNyuAN,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_Myv5N6ur2yQArjN323BmwS,BUL,15.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_2w98rrgMvM4ESZPeifffq3,BUL,9.0,Not low-income zone,post1990,True,True,True,True,test,False,False
BUL_EKyFfmfE2btwagEC68AsZN,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_2V4zVDuYj7Pr6EZTADtUqY,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_Qe6Jo2rLRgeNN3gKjMbTvX,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_EKuyrJbhRbr45uzJyLYiSZ,BUL,20.0,Majority low-income zone,1972-1990,True,True,True,True,val,False,False
BUL_d9K5Hmupix7jbzSiP4jdaQ,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_DRwpEjDDAipFXTEA6tjZTx,BUL,9.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_jsxGAThHvuMck2yfhbqHBy,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_4HGXqbojAgKNnu3e3RjRyS,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_YSvicLxtjKQKHt3xzmM2CB,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_Mg4RoeYCfAhtp6N5nnm4wL,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_EiZM4ziNWDLrF9pMEVc67g,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_m5tGxvSRRKa9XGGEfc98kz,BUL,15.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_LXtW43HmGeRNEYj8t9zoGS,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_8vZQ2N5iJ3wWiZzfxeA6fi,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_ZqwfAg8grnCNUZXuLVM72y,BUL,8.0,Majority low-income zone,1972-1990,True,True,True,True,train,False,False
BUL_aBtwfNPYK2wNGQ9RWpTdcs,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_GGPPevkB5qDgw6iNi4MxiY,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_Az6VWtb6ob3KG883oMVVqP,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_CLRbK79zyUiJt6ZyVa7Nix,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_6q8Zw55ocRCXn72oFptXsP,BUL,7.0,Majority low-income zone,1972-1990,True,True,True,True,train,False,False
BUL_nswC2SbpTqSvejV4KxkVkd,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_gPoaHu82hKam5tkHk7qLPJ,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_Rp8cCkKzrT8dSuXxGJqMoL,BUL,9.0,Majority low-income zone,post1990,False,True,False,False,train,False,False
BUL_nsGStpMaRw77uzYJRToDD3,BUL,11.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_Q8aub2Kam3Q7hCGHPXvNZf,BUL,12.0,Not low-income zone,post1990,True,True,True,True,test,False,True
BUL_aZVfkPzkJvWKxffuDkREKd,BUL,8.0,Majority low-income zone,1956-1971,True,True,True,True,test,False,False
BUL_biV5sHEpeQk9AF3yWpzwam,BUL,11.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_Fo27RE4NKvdrvUbCxwtWDX,BUL,10.0,Not low-income zone,post1990,True,True,True,True,val,False,False
BUL_Y8CMKWWQivoFGmEAvWApEX,BUL,8.0,Not low-income zone,post1990,True,True,True,True,test,False,False
BUL_26zK2BXFQ2ynfqHi4d4WsS,BUL,11.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_6CyNCJAdC7yFLqFrNgpHH2,BUL,16.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_dC3QxGhq98DHZveooNAuzX,BUL,23.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_JRc6r6HvSWF675tR3aBBoB,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_QanHfALYo54zwyqTTmw8zD,BUL,14.0,Minority low-income zone,post1990,True,True,True,True,test,False,True
BUL_WzbPsjzZt5MDYHUeMdbsPQ,BUL,14.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_CLVUREbZ3pHsR6EPhbe57g,BUL,9.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_FtkQf4oDwJVRb8r3rBXX4k,BUL,9.0,Minority low-income zone,post1990,True,True,True,True,test,False,True
BUL_fpZCwM5yRUkzNxPr6biBcY,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_Bd2aUEpVrGtJKfZ2kYCyRR,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_n62s6ux5Tk8k7HY4tCqhKq,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_D98J5tTGrrEtDj7jHe7Yez,BUL,,Majority low-income zone,post1990,True,False,False,True,train,False,False
BUL_YjHG2RdgWr9WKuuMJhViUQ,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_gpFTRfFac5s6p5pMkeuxoD,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_YtwUuLxszU8PMKELePvF9v,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_GwVSvHNSL3A6vSJ5iEkewg,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_a3xT7q2MTg7KjGj8TsZeCx,BUL,9.0,Majority low-income zone,post1990,True,True,True,True,test,False,True
BUL_EKJcVcEWfoSs4YLUm9nnbW,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_HbDdWTusGSpKjm8SvESXAf,BUL,12.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_SDJDzDYvFyEszWUxK99y2L,BUL,10.0,Majority low-income zone,post1990,True,True,True,True,val,False,False
BUL_hptAjbbAkyFRecataRVC5X,BUL,13.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_CtVpUqMvFAokRfvPa8Tim4,BUL,7.0,Majority low-income zone,post1990,True,True,True,True,test,False,False
BUL_jfiob5v8kufMMiHaYbkP5X,BUL,8.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_RDchbJPdEXCWcZHbchJnXV,BUL,11.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_eKFFaTsSrTHLvJYXGf68Nc,BUL,20.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_Su5RYro8evH74MwF5zuQVE,BUL,,Majority low-income zone,post1990,True,False,False,True,train,False,False
BUL_2XwQigvZf4YHjdizxGRses,BUL,11.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_b2h2skCFPv5buAH4JARdHX,BUL,14.0,Not low-income zone,post1990,True,True,True,True,test,False,True
BUL_iiAmwD2BNWqgpV6Xk3ajzE,BUL,,Minority low-income zone,1972-1990,True,False,False,True,train,False,False
BUL_TcVg62DqpYfA2EYoiXV2Ug,BUL,12.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_axJGfzy6zbYJuRWStky6PD,BUL,8.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_9GkxxMfEeiTd3r2jvtckaw,BUL,11.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_cW7vKkThTpXCkQwYSdan6Q,BUL,21.0,Majority low-income zone,post1990,True,True,True,True,train,False,False
BUL_fJJitQs9CRuRoMryPSdH63,BUL,,Not low-income zone,post1990,True,False,False,True,train,False,False
BUL_bMdTZdaReSuu8RVJurVJjT,BUL,11.0,Not low-income zone,post1990,True,True,True,True,train,False,False
BUL_Sh3bWbDhcqnW5ZZHqEuSYW,BUL,31.0,Not low-income zone,post1990,True,True,True,True,test,False,True
BUL_CCPAPStM5R546u3Q2C6oHy,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_EJ8SEbu6uEUxrf2rri3Tmb,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_Dc2ZpczLbhGg8yXLKBsdUL,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_eZ4vqyXJaW9R4aWQevmNxh,BUL,13.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_WWF5inqd8V9g5covPEe32a,BUL,9.0,Approximately 50% low-income zone,post1990,False,True,False,False,train,False,False
BUL_JHZU9qUYWBFpoyJ7G9e8CW,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_87n7cy259jMaWz2HhBLbS5,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_MqJPyCJ8US2BLAWhR4wwTY,BUL,14.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_83ZVKfrv4Vhq4tjKLBdaPG,BUL,14.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
BUL_e7pwq2xHQft7VBERadHN2y,BUL,13.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_WSF9wXYgyUGKx28hgZjq3V,BUL,1.0,Majority low-income zone,1935-1955,True,True,True,True,test,False,True
BUL_a5LJYDLtqMNJDHzLUPZefW,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_ckaiFTKkNruVSGtUCt6f9b,BUL,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_Gq8yBr7PTdVowfWCRvHnra,BUL,7.0,Approximately 50% low-income zone,1972-1990,True,True,True,True,train,False,False
BUL_A9oozzTzJi2aUksALu2XA5,BUL,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_62ffPhEPNnNmj7uT2zUbmu,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_fTbFYtunRGoays5qqXeEFd,BUL,20.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_TrQ4yu6mbnn9ThdU6dQpca,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_V2FdZfdrCGFrandqRuQusg,BUL,8.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_QK4d78ZVHGwq7dkorpZSN5,BUL,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_X6QZZH6u4vUrr5tinEp4aZ,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_frRABeKqnXh7kUw3JxurDg,BUL,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_FsuVnZnWAzEpvv5RQCRZdG,BUL,20.0,Not low-income zone,post1990,True,True,True,True,test,False,True
BUL_2jfDfamyZn7DtrqwrSTP75,BUL,18.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_JbGfTJvQpqvAsNJYyg4EeA,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_awDXUtcpGQ9yhTBUyZvRDy,BUL,7.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_dU3GCHZRrQZHdCMzRS85LP,BUL,11.0,Minority low-income zone,post1990,True,True,True,True,val,False,False
BUL_XT4Fp4JgZ4Uib9tzMN7hfS,BUL,9.0,Minority low-income zone,post1990,True,True,True,True,val,False,False
BUL_8LD252NN4gU7r9DLbPdrhj,BUL,4.0,Minority low-income zone,1935-1955,True,True,True,True,train,False,False
BUL_N9UVtXkVqkgGMEvMereVEy,BUL,7.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_eKSyFoHCaQ77F8HKnoHcsU,BUL,8.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_cXf7evzcma5p63ENXSYipa,BUL,10.0,Minority low-income zone,post1990,True,True,True,True,val,False,False
BUL_TMBSJVmL7CEAdoHrh87E55,BUL,10.0,Not low-income zone,post1990,False,True,False,False,train,False,False
BUL_dXxCTau4L5PDppKC6Cam3X,BUL,10.0,Not low-income zone,post1990,True,True,True,True,test,False,False
BUL_dBjrWFpRb2QGbysq6u3Wab,BUL,12.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_eRX3a2WVeXHU8DyJruerHa,BUL,7.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_9t2AZikPGK9FxpURwbenoF,BUL,10.0,Minority low-income zone,post1990,True,True,True,True,train,False,False
BUL_c4EeHMnvDH49y67rfSiwDZ,BUL,13.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_7LsfFTx7uB42ECAmRyZVmA,BUL,11.0,Approximately 50% low-income zone,post1990,False,True,False,False,train,False,False
BUL_mvUWbDrbeEcenHEWWRmLws,BUL,12.0,Minority low-income zone,post1990,True,True,True,True,test,False,False
BUL_7r8MWg29N2ms5SXeKECGnx,BUL,7.0,Approximately 50% low-income zone,post1990,True,True,True,True,val,False,False
BUL_bEvuLpwVadgEgZxZ5sDXh2,BUL,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_48Vaio6r8iXv8JDJMoSfYa,BUL,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_VVX24tbLQQzgQeHZyrQoYH,BUL,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_MtNypEGi7fwiJEmLdJcNv3,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,val,False,False
BUL_9zwnAzYPJQwYbb9JiZG5Pw,BUL,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_Vas2fSkMegBcJawf9gKTjS,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_PAcxXx4wt8KSCnudjRzL2D,BUL,11.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_8ZpzZRRevKV6ynSsmAFDpU,BUL,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_Wv2mJTkHp2nkDnN87mTBde,BUL,12.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_R2UCnFgyuYc2cUoGMPcp4M,BUL,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,True
BUL_KmmxsSrED5BejNzXChQFg5,BUL,9.0,Approximately 50% low-income zone,post1990,True,True,True,True,test,False,False
BUL_bbsrDHAVLrZeG745N55krY,BUL,8.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_GfPNAx65cv5vMC48hCbrUb,BUL,5.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
BUL_Ah2ygqJK7JR4RVXJb8e3kA,BUL,10.0,Approximately 50% low-income zone,post1990,True,True,True,True,train,False,False
